0.,0.,0
0.05,0.,0
0.1,0.,0
0.15000000000000002,0.,0
0.2,0.,0
0.25,0.,0
0.30000000000000004,0.,0
0.35000000000000003,0.,0
0.4,0.,0
0.45,0.,0
0.5,0.,0
0.55,0.,0
0.6000000000000001,0.,0
0.65,0.,0
0.7000000000000001,0.,0
0.75,0.,0
0.8,0.,0
0.8500000000000001,0.,0
0.9,0.,0
0.9500000000000001,0.,0
1.,0.,0
1.05,0.,0
1.1,0.,0
1.1500000000000001,0.,0
1.2000000000000002,0.,0
1.25,0.,0
1.3,0.,0
1.35,0.,0
1.4000000000000001,0.,0
0.,0.05,0
0.05,0.05,0
0.1,0.05,0
0.15000000000000002,0.05,0
0.2,0.05,0
0.25,0.05,0
0.30000000000000004,0.05,0
0.35000000000000003,0.05,0
0.4,0.05,0
0.45,0.05,0
0.5,0.05,0
0.55,0.05,0
0.6000000000000001,0.05,0
0.65,0.05,0
0.7000000000000001,0.05,0
0.75,0.05,0
0.8,0.05,0
0.8500000000000001,0.05,0
0.9,0.05,0
0.9500000000000001,0.05,0
1.,0.05,0
1.05,0.05,0
1.1,0.05,0
1.1500000000000001,0.05,0
1.2000000000000002,0.05,0
1.25,0.05,0
1.3,0.05,0
1.35,0.05,0
1.4000000000000001,0.05,0
0.,0.1,0
0.05,0.1,0
0.1,0.1,0
0.15000000000000002,0.1,0
0.2,0.1,0
0.25,0.1,0
0.30000000000000004,0.1,0
0.35000000000000003,0.1,0
0.4,0.1,0
0.45,0.1,0
0.5,0.1,0
0.55,0.1,0
0.6000000000000001,0.1,0
0.65,0.1,0
0.7000000000000001,0.1,0
0.75,0.1,0
0.8,0.1,0
0.8500000000000001,0.1,0
0.9,0.1,0
0.9500000000000001,0.1,0
1.,0.1,0
1.05,0.1,0
1.1,0.1,0
1.1500000000000001,0.1,0
1.2000000000000002,0.1,0
1.25,0.1,0
1.3,0.1,0
1.35,0.1,0
1.4000000000000001,0.1,0
0.,0.15000000000000002,0
0.05,0.15000000000000002,0
0.1,0.15000000000000002,0
0.15000000000000002,0.15000000000000002,0
0.2,0.15000000000000002,0
0.25,0.15000000000000002,0
0.30000000000000004,0.15000000000000002,0
0.35000000000000003,0.15000000000000002,0
0.4,0.15000000000000002,0
0.45,0.15000000000000002,0
0.5,0.15000000000000002,0
0.55,0.15000000000000002,0
0.6000000000000001,0.15000000000000002,0
0.65,0.15000000000000002,0
0.7000000000000001,0.15000000000000002,0
0.75,0.15000000000000002,0
0.8,0.15000000000000002,0
0.8500000000000001,0.15000000000000002,0
0.9,0.15000000000000002,0
0.9500000000000001,0.15000000000000002,0
1.,0.15000000000000002,0
1.05,0.15000000000000002,0
1.1,0.15000000000000002,0
1.1500000000000001,0.15000000000000002,0
1.2000000000000002,0.15000000000000002,0
1.25,0.15000000000000002,0
1.3,0.15000000000000002,0
1.35,0.15000000000000002,0
1.4000000000000001,0.15000000000000002,0
0.,0.2,0
0.05,0.2,0
0.1,0.2,0
0.15000000000000002,0.2,0
0.2,0.2,0
0.25,0.2,0
0.30000000000000004,0.2,0
0.35000000000000003,0.2,0
0.4,0.2,0
0.45,0.2,0
0.5,0.2,0
0.55,0.2,0
0.6000000000000001,0.2,0
0.65,0.2,0
0.7000000000000001,0.2,0
0.75,0.2,0
0.8,0.2,0
0.8500000000000001,0.2,0
0.9,0.2,0
0.9500000000000001,0.2,0
1.,0.2,0
1.05,0.2,0
1.1,0.2,0
1.1500000000000001,0.2,0
1.2000000000000002,0.2,0
1.25,0.2,0
1.3,0.2,0
1.35,0.2,0
1.4000000000000001,0.2,0
0.,0.25,0
0.05,0.25,0
0.1,0.25,0
0.15000000000000002,0.25,0
0.2,0.25,0
0.25,0.25,0
0.30000000000000004,0.25,0
0.35000000000000003,0.25,0
0.4,0.25,0
0.45,0.25,0
0.5,0.25,0
0.55,0.25,0
0.6000000000000001,0.25,0
0.65,0.25,0
0.7000000000000001,0.25,0
0.75,0.25,0
0.8,0.25,0
0.8500000000000001,0.25,0
0.9,0.25,0
0.9500000000000001,0.25,0
1.,0.25,0
1.05,0.25,0
1.1,0.25,0
1.1500000000000001,0.25,0
1.2000000000000002,0.25,0
1.25,0.25,0
1.3,0.25,0
1.35,0.25,0
1.4000000000000001,0.25,0
0.,0.30000000000000004,0
0.05,0.30000000000000004,0
0.1,0.30000000000000004,0
0.15000000000000002,0.30000000000000004,0
0.2,0.30000000000000004,0
0.25,0.30000000000000004,0
0.30000000000000004,0.30000000000000004,0
0.35000000000000003,0.30000000000000004,0
0.4,0.30000000000000004,0
0.45,0.30000000000000004,0
0.5,0.30000000000000004,0
0.55,0.30000000000000004,0
0.6000000000000001,0.30000000000000004,0
0.65,0.30000000000000004,0
0.7000000000000001,0.30000000000000004,0
0.75,0.30000000000000004,0
0.8,0.30000000000000004,0
0.8500000000000001,0.30000000000000004,0
0.9,0.30000000000000004,0
0.9500000000000001,0.30000000000000004,0
1.,0.30000000000000004,0
1.05,0.30000000000000004,0
1.1,0.30000000000000004,0
1.1500000000000001,0.30000000000000004,0
1.2000000000000002,0.30000000000000004,0
1.25,0.30000000000000004,0
1.3,0.30000000000000004,0
1.35,0.30000000000000004,0
1.4000000000000001,0.30000000000000004,0
0.,0.35000000000000003,0
0.05,0.35000000000000003,0
0.1,0.35000000000000003,0
0.15000000000000002,0.35000000000000003,0
0.2,0.35000000000000003,0
0.25,0.35000000000000003,0
0.30000000000000004,0.35000000000000003,0
0.35000000000000003,0.35000000000000003,0
0.4,0.35000000000000003,0
0.45,0.35000000000000003,0
0.5,0.35000000000000003,0
0.55,0.35000000000000003,0
0.6000000000000001,0.35000000000000003,0
